"番号","地区","品目","形式","材質","可燃ごみ","不燃ごみ","有害ごみ","プラスチック資源","資源","粗大ごみ","小型家電回収ボックス","集積所不可(直接搬入のみ可)","市では処理できないごみ","処理できない形式・材質","備考"
"2390","朝霞市","ルームシューズ","","布製","◎","","","","","","","","","",""
"2391","朝霞市","ルームランナー","健康器具","","","","","","","◎","","","","",""
"2392","朝霞市","冷温庫","","","","","","","","","","","◎","","家電リサイクル法対象品目。"
"2393","朝霞市","冷却ジェルシート","","","◎","","","","","","","","","",""
"2394","朝霞市","冷却枕","","","◎","","","","","○","","","","","50cm以上のものは粗大ごみ。"
"2395","朝霞市","冷水機(ウォータークーラー)","","","","","","","","","","","◎","",""
"2396","朝霞市","冷水筒(冷水ポット)","","プラスチック製、ガラス製","","◎","","","","","","","","",""
"2397","朝霞市","冷蔵庫","","","","","","","","","","","◎","","家電リサイクル法対象品目。"
"2398","朝霞市","冷凍庫","","","","","","","","","","","◎","","家電リサイクル法対象品目。"
"2399","朝霞市","冷風機(スポットエアコン)","","","","","","","","","","","◎","",""
"2400","朝霞市","冷風扇","","","","","","","","◎","","","○","温度調節機能があるものは不可。","温度調節がなく風量調節のみのものに限ります。温度調節機能があるものは家電リサイクル法対象品目。"
"2401","朝霞市","レインウェア","","","◎","","","","","","","","","","50cm未満に切ってください。"
"2402","朝霞市","レインコート","","","◎","","","","","","","","","","50cm未満に切ってください。"
"2403","朝霞市","レーキ(トンボ)","整地用具","","","","","","","","","","◎","",""
"2404","朝霞市","レーザーディスク(LD)","","","","◎","","","","","","","","","ジャケットなどの紙部分は雑がみ。"
"2405","朝霞市","レーザーディスク(LD)プレイヤー","","","","◎","","","","○","","","","","50cm以上のものは粗大ごみ。"
"2406","朝霞市","レーザーポインター","","","","◎","","","","","☆","","","","電池を取り外してください。"
"2407","朝霞市","レースカーテン","","","◎","","","","","","","","","","50cm未満に切ってください。"
"2408","朝霞市","レガース","スポーツ用品","","","◎","","","","","","","","",""
"2409","朝霞市","レギンス","","","○","","","","◎","","","","","","著しく汚損しているものは50cm未満に切って可燃ごみ。"
"2410","朝霞市","レコードジャケット","","","","","","","◎","","","","","",""
"2411","朝霞市","レコード盤","EP、LP","","","◎","","","","","","","","",""
"2412","朝霞市","レコードプレーヤー","","","","◎","","","","○","","","","","50cm以上のものは粗大ごみ。"
"2413","朝霞市","レジスター","","","","","","","","","","","◎","",""
"2414","朝霞市","レジ袋","","ビニール製","","","","◎","","","","","","",""
"2415","朝霞市","レジャーシート(ピクニックシート)","","","○","","","","","◎","","","","","50cm未満に切れば可燃ごみ。"
"2416","朝霞市","レターオープナー","文房具(手動式)","","","◎","","","","","","","","","収集時に危険のないよう、紙などに包み「キケン」と表示してください。"
"2417","朝霞市","レターオープナー","文房具(電動式)","","","◎","","","","","☆","","","","電池を取り外してください。"
"2418","朝霞市","レターケース","","","","◎","","","","○","","","","","50cm未満のものは不燃ごみ。"
"2419","朝霞市","レタースケール(郵便物用はかり)","アナログ式","","","◎","","","","","","","","",""
"2420","朝霞市","レタースケール(郵便物用はかり)","デジタル式","","","◎","","","","","☆","","","","電池を取り外してください。"
"2421","朝霞市","レッグウォーマー","防寒用","","○","","","","◎","","","","","","著しく汚損しているものは50cm未満に切って可燃ごみ。"
"2422","朝霞市","レトルト食品の容器","レトルトパウチ","","○","","","◎","","","","","","","容器の中を軽く洗ってください。汚れが取れない場合は可燃ごみ。"
"2423","朝霞市","レフ板(反射板)","写真撮影用","","","○","","","","◎","","","○","仕事で使用したものは不可","50cm未満のものは不燃ごみ。"
"2424","朝霞市","レンガ(レンガブロック)","","","","","","","","","","","◎","",""
"2425","朝霞市","レンガタイル","","","","","","","","","","","◎","",""
"2426","朝霞市","れんげ","","プラスチック製、陶磁器製、金属製","","◎","","","","","","","","",""
"2427","朝霞市","れんげ","","木製","◎","","","","","","","","","",""
"2428","朝霞市","レンジガード(レンジパネル)","","アルミニウム製等","","◎","","","","○","","","","","50cm以上のものは粗大ごみ。"
"2429","朝霞市","レンジカバー(ガスコンロカバー)","亜鉛メッキ鋼板等","","","◎","","","","○","","","","","50cm以上のものは粗大ごみ。"
"2430","朝霞市","レンジ台(レンジラック)","単独型、米びつ付属型","","","","","","","◎","","","○","作り付けのものは不可。",""
"2431","朝霞市","レンジフード","","","","","","","","","","","◎","",""
"2432","朝霞市","レンジフードファン","","","","","","","","","","","◎","",""
"2433","朝霞市","レンズ","","","","◎","","","","","","","","",""
"2434","朝霞市","練炭","","","","","","","","","","◎","","","多量の場合はクリーンセンターにご相談ください。"
"2435","朝霞市","蝋(ろう)","スキー板用、引き戸レール用","","◎","","","","","","","","","",""
"2436","朝霞市","老眼鏡","","","","◎","","","","","","","","",""
"2437","朝霞市","蝋紙","","","◎","","","","","","","","","",""
"2438","朝霞市","蝋燭(ろうそく)","","","◎","","","","","","","","","","十分水で濡らして出してください。"
"2439","朝霞市","蝋段","ワックス付段ボール(輸入青果物、水産加工品の入った箱)","","◎","","","","","","","","","","50cm未満に切ってください。"
"2440","朝霞市","漏斗(ろうと)","","","","◎","","","","","","","","",""
"2441","朝霞市","ロースターグリル","調理器具","","","◎","","","","○","","","","","50cm以上のものは粗大ごみ。"
"2442","朝霞市","ローソファー","","","","","","","","◎","","","","",""
"2443","朝霞市","ロープ","","麻製、ビニール製","◎","","","","","○","","","○","仕事で使用したものは不可","50cm未満に切ってください。束ねただけのものは粗大ごみ。"
"2444","朝霞市","ローボード(テレビ台)","","","","","","","","◎","","","","",""
"2445","朝霞市","ローラーシューズ","","","","◎","","","","","","","","",""
"2446","朝霞市","ローラースケート","","","","◎","","","","","","","","",""
"2447","朝霞市","ローラーブレード","","","","◎","","","","","","","","",""
"2448","朝霞市","ロールスクリーン","家庭用","","","","","","","◎","","","○","仕事で使用したものは不可
180cm以上のものは不可。",""
"2449","朝霞市","ろ紙","コーヒー豆用等","","◎","","","","","","","","","",""
"2450","朝霞市","ロッカー","","","","","","","","","","","◎","",""
"2451","朝霞市","六角棒レンチ","工具","","","◎","","","","","","","○","仕事で使用したものは不可",""
"2452","朝霞市","ロッキングチェアー","","","","","","","","◎","","","","",""
"2453","朝霞市","ロデオマシーン(乗馬マシーン)","健康器具","","","","","","","◎","","","","",""
"2454","朝霞市","ロフトベッド","","","","","","","","◎","","","○","作り付けのものは不可。",""
"2455","朝霞市","ロボットクリーナー(掃除ロボット)","充電式","","","◎","〇","","","","☆","","","充電池内蔵式は有害ごみ",""
"2456","朝霞市","ワードプロセッサー（ワープロ）","","","","◎","","","","○","","","○","仕事で使用したものは不可","50cm以上のものは粗大ごみ。"
"2457","朝霞市","ワイシャツ","","","○","","","","◎","","","","","","著しく汚損しているものは50cm未満に切って可燃ごみ。"
"2458","朝霞市","ワイパー","自動車用","","","","","","","","","","◎","",""
"2459","朝霞市","ワイヤーロープ","","","","","","","","","","","◎","",""
"2460","朝霞市","ワイヤー錠","","","","◎","","","","","","","","",""
"2461","朝霞市","ワイヤレスアンプ","","","","◎","","","","○","","","○","仕事で使用したものは不可","50cm以上のものは粗大ごみ。"
"2462","朝霞市","ワイヤレスイヤホン","充電式","","","","◎","","","","","","","充電池内蔵式は有害ごみ",""
"2463","朝霞市","ワイヤレススピーカー","充電式","","","","◎","","","","","","","充電池内蔵式は有害ごみ",""
"2464","朝霞市","ワインオープナー","","","","◎","","","","","","","","",""
"2465","朝霞市","ワインクーラー","バケツ型・電源なし","","","◎","","","","","","","○","ワインセラーは不可。",""
"2466","朝霞市","ワインセラー(ワイン庫)","保管用・箱型・電源使用","","","","","","","","","","◎","","家電リサイクル法対象品目。"
